start_time,send_time,start_booting, start_scamper, end_scamper,end_time
1693559713.519,1693559713.920,1693559714.407,1693559714.057,1693559714.818,1693559716.021
1693559714.384,1693559714.645,1693559714.966,1693559715.057,1693559715.818,1693559716.567
1693559713.691,1693559715.166,1693559716.918,1693559717.058,1693559717.820,1693559718.606
1693559716.555,1693559716.964,1693559717.452,1693559717.056,1693559717.817,1693559719.025
1693559717.396,1693559717.652,1693559717.960,1693559718.058,1693559718.819,1693559719.535
1693559719.065,1693559719.950,1693559721.177,1693559721.065,1693559721.828,1693559722.867
1693559720.559,1693559720.936,1693559721.348,1693559721.054,1693559721.815,1693559722.986
1693559721.438,1693559721.715,1693559721.999,1693559722.057,1693559722.818,1693559723.596
1693559717.448,1693559719.736,1693559722.517,1693559722.069,1693559722.834,1693559724.389
1693559720.682,1693559722.162,1693559723.765,1693559723.060,1693559723.822,1693559725.488
1693559723.636,1693559724.042,1693559724.460,1693559724.061,1693559724.823,1693559726.117
1693559724.404,1693559724.656,1693559724.919,1693559725.056,1693559725.817,1693559726.516
1693559727.584,1693559727.957,1693559728.373,1693559728.055,1693559728.816,1693559729.969
1693559728.443,1693559728.706,1693559728.967,1693559729.061,1693559729.823,1693559730.632
1693559727.696,1693559729.179,1693559730.771,1693559730.059,1693559730.821,1693559732.448
1693559730.614,1693559731.024,1693559731.444,1693559731.062,1693559731.825,1693559733.082
1693559731.430,1693559731.685,1693559731.995,1693559732.060,1693559732.822,1693559733.601
1693559730.088,1693559730.948,1693559731.910,1693559732.062,1693559732.826,1693559733.612
1693559727.539,1693559729.868,1693559732.328,1693559732.052,1693559732.815,1693559734.026
1693559734.624,1693559735.033,1693559735.445,1693559735.055,1693559735.816,1693559737.046
1693559735.459,1693559735.713,1693559735.981,1693559736.052,1693559736.811,1693559737.519
1693559734.723,1693559736.222,1693559737.803,1693559737.059,1693559737.820,1693559739.509
1693559737.629,1693559738.039,1693559738.477,1693559738.053,1693559738.814,1693559740.065
1693559738.478,1693559738.751,1693559739.020,1693559739.054,1693559739.815,1693559740.632
1693559740.122,1693559740.980,1693559741.940,1693559742.054,1693559742.815,1693559743.649
1693559741.637,1693559742.050,1693559742.465,1693559742.060,1693559742.823,1693559744.073
1693559742.459,1693559742.708,1693559742.987,1693559743.059,1693559743.821,1693559744.624
1693559738.498,1693559740.763,1693559743.187,1693559743.056,1693559743.819,1693559744.870
1693559741.729,1693559743.210,1693559744.805,1693559744.061,1693559744.822,1693559746.527
1693559744.633,1693559745.048,1693559745.456,1693559745.061,1693559745.824,1693559747.130
1693559745.479,1693559745.803,1693559746.076,1693559746.052,1693559746.812,1693559747.647
1693559748.651,1693559749.056,1693559749.471,1693559749.056,1693559749.819,1693559751.069
1693559749.488,1693559749.757,1693559750.043,1693559750.068,1693559750.832,1693559751.692
1693559748.741,1693559750.221,1693559751.804,1693559751.057,1693559751.820,1693559753.553
1693559751.649,1693559752.060,1693559752.469,1693559752.057,1693559752.818,1693559754.043
1693559751.133,1693559751.991,1693559752.925,1693559753.060,1693559753.822,1693559754.630
1693559752.480,1693559752.732,1693559753.020,1693559753.063,1693559753.828,1693559754.647
1693559748.512,1693559750.760,1693559753.193,1693559753.054,1693559753.815,1693559754.873
1693559756.669,1693559757.137,1693559757.581,1693559757.062,1693559757.825,1693559759.190
1693559757.499,1693559757.765,1693559758.036,1693559758.061,1693559758.823,1693559759.640
1693559755.763,1693559757.258,1693559758.889,1693559759.075,1693559759.837,1693559760.667
1693559760.676,1693559761.074,1693559761.487,1693559761.068,1693559761.832,1693559763.164
1693559760.163,1693559761.017,1693559761.999,1693559762.065,1693559762.828,1693559763.730
1693559762.507,1693559762.770,1693559763.078,1693559763.061,1693559763.826,1693559764.766
1693559763.637,1693559764.021,1693559764.444,1693559764.059,1693559764.821,1693559766.046
1693559760.549,1693559762.809,1693559765.240,1693559765.060,1693559765.822,1693559766.927
1693559762.778,1693559764.267,1693559765.874,1693559766.060,1693559766.821,1693559767.604
1693559765.532,1693559765.780,1693559766.065,1693559766.054,1693559766.815,1693559767.635
1693559765.186,1693559766.057,1693559767.020,1693559767.055,1693559767.817,1693559768.733
1693559766.743,1693559767.170,1693559767.590,1693559767.057,1693559767.819,1693559769.209
1693559769.555,1693559769.793,1693559770.065,1693559770.055,1693559770.816,1693559771.683
1693559770.690,1693559771.095,1693559771.510,1693559771.059,1693559771.821,1693559773.165
1693559769.793,1693559771.273,1693559772.855,1693559772.061,1693559772.823,1693559774.585
1693559772.188,1693559773.044,1693559773.975,1693559774.063,1693559774.829,1693559775.669
1693559769.611,1693559771.910,1693559774.305,1693559774.059,1693559774.819,1693559776.046
